ID_Transaccion,Fecha,Cliente_ID,Producto,Categoria,Precio_Unitario,Cantidad,Descuento_%,Costo_Envio,Region
T2024-02984,2024-12-02,C0027,Teclado mecanico,Perifericos,89.27,5.0,0.0,0.0,Cataluna
T2024-01302,2024-11-20,C0010,Teclado mecanico,Perifericos,95.13,1.0,25.0,6.88,Cataluna
T2024-00592,2024-02-11,C0276,Pulsera de actividad,Vestible,53.28,1.0,0.0,5.58,Comunitat Valenciana
T2024-03155,2024-03-27,C0693,Pulsera de actividad,Vestible,52.26,2.0,0.0,0.0,Cataluna
T2024-01749,2024-06-06,C0245,Raton ergonomico,Perifericos,41.42,2.0,15.0,5.35,Andalucia
T2024-02241,2024-12-03,C0198,Raton ergonomico,Perifericos,44.72,1.0,0.0,5.29,Pais Vasco
T2024-01429,2024-03-02,C0361,Camara web 1080p,Perifericos,67.53,5.0,,0.0,Cataluna
T2024-02696,2024-11-25,C0289,Pulsera de actividad,Vestible,60.41,1.0,0.0,4.77,Comunitat Valenciana
T2024-02278,2024-09-08,C0015,Tarjeta microSD 256 GB,Almacenamiento,33.46,2.0,15.0,4.79,Cataluna
T2024-02155,2024-09-22,C0066,Raton ergonomico,Perifericos,44.45,1.0,30.0,3.45,Madrid
T2024-02606,2024-12-30,C0001,Tarjeta microSD 256 GB,Almacenamiento,31.63,5.0,25.0,0.0,Cataluna
T2024-02884,2024-06-16,C0453,Teclado mecanico,Perifericos,95.69,2.0,0.0,0.0,Cataluna
T2024-01502,2024-04-29,C0896,Altavoz bluetooth,Audio,83.38,,30.0,0.0,Galicia
T2024-03495,2024-03-03,C0702,Pulsera de actividad,Vestible,55.61,1.0,0.0,5.67,Comunitat Valenciana
T2024-03899,2024-11-12,C0017,Barra de sonido,Audio,204.2,2.0,20.0,0.0,Comunitat Valenciana
T2024-04890,2024-02-08,C0253,Portatil 16 pulgadas,Informatica,1478.57,1.0,30.0,0.0,Madrid
T2024-01967,2024-12-29,C0006,Tablet 10 pulgadas,Telefonia,266.34,4.0,0.0,0.0,Madrid
T2024-03800,2024-03-29,C0018,Pulsera de actividad,Vestible,59.83,2.0,0.0,0.0,Andalucia
T2024-00448,2024-07-01,C0004,Reloj inteligente,Vestible,190.83,4.0,0.0,0.0,Andalucia
T2024-01526,2024-12-24,C0028,Pulsera de actividad,Vestible,57.9,1.0,15.0,6.07,Andalucia
T2024-01415,2024-06-22,C0786,Tablet 10 pulgadas,Telefonia,290.23,2.0,0.0,0.0,Andalucia
T2024-02915,2024-07-22,C0005,Raton ergonomico,Perifericos,43.48,1.0,0.0,6.92,Galicia
T2024-01180,2024-10-20,C0038,Barra de sonido,Audio,188.79,2.0,35.0,0.0,Cataluna
T2024-01405,2024-11-24,C0855,Teclado mecanico,Perifericos,83.37,2.0,5.0,0.0,Madrid
T2024-03923,2024-05-26,C0078,Altavoz bluetooth,Audio,87.33,3.0,0.0,0.0,Comunitat Valenciana
T2024-03229,2024-01-01,C0122,Raton ergonomico,perifericos,44.08,1.0,,5.37,Cataluna
T2024-00987,2024-07-09,C1195,Movil gama alta,Telefonia,932.15,1.0,0.0,0.0,Cataluna
T2024-04103,2024-06-30,C0039,Reloj inteligente,Vestible,182.49,4.0,20.0,0.0,Cataluna
T2024-03291,2024-03-25,C0030,Pulsera de actividad,Vestible,54.65,5.0,0.0,0.0,
T2024-04712,2024-03-05,C0008,Tarjeta microSD 256 GB,Almacenamiento,34.55,3.0,0.0,0.0,Cataluna
T2024-02414,2024-03-04,C0326,Camara web 1080p,Perifericos,66.55,2.0,15.0,0.0,Galicia
T2024-00430,2024-05-18,C0802,Tarjeta microSD 256 GB,Almacenamiento,33.44,1.0,0.0,6.77,Comunitat Valenciana
T2024-04314,2024-11-03,C0518,Auriculares con cable,Perifericos,30.83,1.0,0.0,5.67,Cataluna
T2024-03900,2024-09-15,C0737,Disco SSD 2 TB,Almacenamiento,158.03,1.0,20.0,0.0,Madrid
T2024-02149,2024-06-29,C0194,Tarjeta microSD 256 GB,Almacenamiento,34.16,5.0,0.0,0.0,Pais Vasco
T2024-02484,2024-01-09,C0046,Movil gama media,Telefonia,-358.22,2.0,0.0,0.0,Madrid
T2024-04212,2024-12-05,C0158,Barra de sonido, Audio ,209.21,2.0,10.0,0.0,Andalucia
T2024-00192,2024-12-08,C0199,Auriculares con cable,Perifericos,31.65,2.0,10.0,3.9,Pais Vasco
T2024-00331,2024-02-09,C0535,Tarjeta microSD 256 GB,Almacenamiento,38.35,1.0,15.0,3.5,Madrid
T2024-01236,2024-04-11,C0040,Movil gama media,Telefonia,366.2,1.0,0.0,0.0,Comunitat Valenciana
T2024-01593,2024-11-12,C0373,Camara web 1080p,Perifericos,74.98,4.0,10.0,0.0,Cataluna
T2024-01774,2024-10-28,C0002,Disco SSD 1 TB,Almacenamiento,95.59,1.0,0.0,4.72,Comunitat Valenciana
T2024-04670,2024-05-05,C0001,Tarjeta microSD 256 GB,Almacenamiento,33.49,1.0,0.0,5.31,Galicia
T2024-04480,2024-08-18,C0013,Reloj inteligente,Vestible,164.55,2.0,0.0,0.0,Cataluna
T2024-01296,2024-09-02,C0029,Altavoz bluetooth,Audio,77.58,3.0,0.0,0.0,Andalucia
T2024-00367,2024-06-13,C0183,Disco SSD 2 TB,Almacenamiento,183.15,1.0,0.0,0.0,Madrid
T2024-04329,2024-12-13,C1144,Teclado mecanico,Perifericos,82.01,1.0,0.0,4.04,Comunitat Valenciana
T2024-00708,2024-04-20,C0258,Pulsera de actividad,Vestible,57.14,4.0,0.0,0.0,Comunitat Valenciana
T2024-00436,2024-06-29,C0007,Tarjeta microSD 256 GB,Almacenamiento,34.77,1.0,25.0,3.97,Andalucia
T2024-00225,2024-11-02,C0140,Movil gama media,Telefonia,374.24,1.0,0.0,0.0,Madrid
T2024-00162,2024-01-07,C0021,Pulsera de actividad,Vestible,61.37,1.0,0.0,4.06,Pais Vasco
T2024-03977,2024-11-11,C0608,Camara web 1080p,Perifericos,69.81,1.0,0.0,5.65,Cataluna
T2024-04324,2024-11-12,C0003,Disco SSD 1 TB,Almacenamiento,106.34,5.0,10.0,0.0,Cataluna
T2024-01991,2024-06-08,C0309,Portatil 14 pulgadas,Informatica,855.22,1.0,0.0,0.0,Madrid
T2024-03881,2024-06-16,C0002,Auriculares inalambricos,Audio,121.16,1.0,20.0,0.0,Madrid
T2024-00101,2024-04-16,C0183,Camara web 1080p,Perifericos,67.39,3.0,0.0,0.0,Cataluna
T2024-03722,2024-12-29,C0002,Movil gama alta,Telefonia,967.67,1.0,15.0,0.0,Comunitat Valenciana
T2024-00053,2024-01-15,C0043,Disco SSD 1 TB,Almacenamiento,90.9,4.0,0.0,0.0,Comunitat Valenciana
T2024-02065,2024-03-10,C0056,Disco SSD 2 TB,Almacenamiento,203.38,2.0,30.0,0.0,Comunitat Valenciana
T2024-04821,2024-01-29,C0030,Tarjeta microSD 256 GB,Almacenamiento,34.32,5.0,0.0,0.0,Galicia
T2024-03304,2024-05-26,C0043,Altavoz bluetooth,Audio,76.5,4.0,0.0,0.0,Cataluna
T2024-00795,2024-11-02,C0003,Tarjeta microSD 256 GB,Almacenamiento,36.37,2.0,0.0,4.61,Pais Vasco
T2024-04511,2024-11-16,C0093,Pulsera de actividad,Vestible,57.79,2.0,,0.0,Andalucia
T2024-02672,2024-12-29,C0886,Auriculares con cable,Perifericos,28.04,1.0,5.0,4.44,Madrid
T2024-01161,2024-02-07,C0003,Pulsera de actividad,Vestible,59.67,2.0,0.0,0.0,Pais Vasco
T2024-02039,2024-04-30,C0837,Raton ergonomico,Perifericos,42.79,2.0,0.0,4.66,Comunitat Valenciana
T2024-03916,2024-10-03,C1154,Camara web 1080p,Perifericos,66.88,4.0,20.0,0.0,Comunitat Valenciana
T2024-01535,2024-02-12,C0006,Disco SSD 1 TB,Almacenamiento,102.92,1.0,5.0,0.0,Andalucia
T2024-04860,2024-09-05,C0510,Auriculares con cable,Perifericos,29.59,1.0,0.0,4.74,Madrid
T2024-01472,2024-01-27,C0009,Altavoz bluetooth,Audio,91.23,3.0,0.0,0.0,Comunitat Valenciana
T2024-01878,2024-09-25,C0005,Auriculares inalambricos,Audio,130.47,2.0,0.0,0.0,Pais Vasco
T2024-02836,2024-11-21,C1088,Raton ergonomico,Perifericos,45.19,2.0,15.0,3.53,Galicia
T2024-02777,2024-06-21,C0343,Tarjeta microSD 256 GB,Almacenamiento,33.8,1.0,25.0,5.6,Comunitat Valenciana
T2024-04014,2024-11-11,C0016,Tablet 10 pulgadas,Telefonía,274.03,5.0,0.0,0.0,Madrid
T2024-01867,2024-05-18,C0048,Disco SSD 1 TB,Almacenamiento,102.9,5.0,0.0,0.0,Madrid
T2024-01509,2024-11-01,C0036,Pulsera de actividad,Vestible,62.84,2.0,0.0,0.0,Madrid
T2024-03988,2024-08-12,C0002,Disco SSD 1 TB,Almacenamiento,89.92,5.0,30.0,0.0,Cataluna
T2024-02206,2024-09-23,C0011,Barra de sonido,Audio,183.44,5.0,10.0,0.0,Andalucia
T2024-01311,2024-12-19,C0012,Tablet 10 pulgadas,Telefonia,282.82,2.0,0.0,0.0,Madrid
T2024-02735,2024-06-15,C0802,Disco SSD 1 TB,Almacenamiento,106.06,5.0,0.0,0.0,Andalucia
T2024-03151,2024-11-01,C0001,Auriculares con cable,Perifericos,30.46,1.0,10.0,6.03,Cataluna
T2024-04477,2024-03-01,C0132,Altavoz bluetooth,Audio,80.77,1.0,30.0,4.14,Madrid
T2024-00749,2024-04-04,C0081,Reloj inteligente,Vestible,177.01,2.0,25.0,0.0,Pais Vasco
T2024-03187,2024-08-30,C0093,Tarjeta microSD 256 GB,Almacenamiento,32.95,1.0,,6.68,Cataluna
T2024-04854,2024-09-25,C0015,Auriculares inalambricos,Audio,138.16,1.0,0.0,0.0,Cataluna
T2024-02869,2024-03-03,C0015,Pulsera de actividad,Vestible,62.22,1.0,0.0,5.6,Cataluna
T2024-D0007,2024-02-28,C0249,Movil gama media,Telefonia,347.18,4.0,0.0,0.0,Madrid
T2024-03307,2024-07-20,C0138,Barra de sonido,Audio,184.47,1.0,30.0,0.0,Cataluna
T2024-00535,2024-09-07,C0014,Teclado mecanico,Perifericos,95.41,5.0,0.0,0.0,Comunitat Valenciana
T2024-01899,2024-05-13,C0729,Pulsera de actividad,Vestible,59.57,3.0,0.0,0.0,Andalucia
T2024-04598,2024-04-03,C0646,Camara web 1080p,Perifericos,68.59,1.0,5.0,5.35,Andalucia
T2024-00370,2024-03-20,C0005,Altavoz bluetooth,Audio,86.47,5.0,10.0,0.0,Madrid
T2024-03661,2024-11-03,C0507,Tarjeta microSD 256 GB,Almacenamiento,35.47,1.0,30.0,6.41,Madrid
T2024-02074,2024-06-08,C0037,Camara web 1080p,Perifericos,75.73,1.0,25.0,4.51,Madrid
T2024-04778,2024-10-05,C0003,Movil gama media,Telefonia,358.79,2.0,0.0,0.0,Madrid
T2024-03006,2024-12-25,C0002,Tablet 10 pulgadas,Telefonia,265.28,1.0,0.0,0.0,Andalucia
T2024-02594,2024-03-12,C0003,Tarjeta microSD 256 GB,Almacenamiento,32.76,2.0,0.0,5.06,Madrid
T2024-02683,2024-05-17,C0045,Raton ergonomico,perifericos,49.29,4.0,0.0,0.0,Pais Vasco
T2024-04618,2024-11-24,C0004,Altavoz bluetooth,Audio,80.2,1.0,25.0,5.33,Cataluna
T2024-00194,2024-12-07,C0001,Teclado mecanico,Perifericos,91.65,2.0,0.0,0.0,Comunitat Valenciana
T2024-01363,2024-11-13,C0034,Auriculares inalambricos,Audio,141.0,1.0,10.0,0.0,Comunitat Valenciana
T2024-04281,2024-09-06,C0627,Auriculares con cable,perifericos,31.18,1.0,15.0,6.36,Madrid
T2024-03673,2024-12-13,C0012,Altavoz bluetooth,Audio,76.71,2.0,35.0,0.0,Madrid
T2024-04698,2024-12-19,C1196,Monitor 27 pulgadas,Informatica,251.95,2.0,0.0,0.0,Madrid
T2024-01683,2024-12-16,C0801,Camara web 1080p,Perifericos,75.93,5.0,0.0,0.0,Comunitat Valenciana
T2024-04330,2024-12-28,C0490,Teclado mecanico,Perifericos,95.62,1.0,5.0,4.26,Cataluna
T2024-01042,2024-12-17,C0542,Altavoz bluetooth,Audio,73.47,1.0,0.0,6.76,Galicia
T2024-00484,2024-04-20,C1199,Barra de sonido,Audio,189.93,1.0,20.0,0.0,Andalucia
T2024-00253,2024-07-08,C0027,Portatil 14 pulgadas,Informatica,909.74,1.0,15.0,0.0,Comunitat Valenciana
T2024-02025,2024-05-11,C0049,Reloj inteligente,Vestible,196.64,5.0,0.0,0.0,Cataluna
T2024-03531,2024-08-14,C1129,Barra de sonido,Audio,219.61,4.0,10.0,0.0,Comunitat Valenciana
T2024-03058,2024-04-28,C0232,Disco SSD 1 TB,Almacenamiento,104.86,1.0,0.0,0.0,Madrid
T2024-04619,2024-09-07,C0204,Reloj inteligente,Vestible,188.47,3.0,30.0,0.0,Galicia
T2024-02897,2024-04-15,C0071,Tarjeta microSD 256 GB,Almacenamiento,30.98,2.0,0.0,6.93,Andalucia
T2024-00147,2024-06-12,C0003,Altavoz bluetooth,Audio,77.27,1.0,10.0,5.44,Cataluna
T2024-01693,2024-02-16,C0024,Tarjeta microSD 256 GB,Almacenamiento,36.07,3.0,0.0,0.0,Comunitat Valenciana
T2024-01380,2024-11-25,C0399,Disco SSD 2 TB,Almacenamiento,154.82,2.0,0.0,0.0,Comunitat Valenciana
T2024-02143,2024-02-03,C0692,Movil gama media,Telefonia,367.01,1.0,0.0,0.0,Comunitat Valenciana
T2024-02076,2024-05-13,C0760,Tarjeta microSD 256 GB,Almacenamiento,33.92,4.0,0.0,0.0,Pais Vasco
T2024-02064,2024-10-08,C0001,Teclado mecanico,Perifericos,79.46,2.0,0.0,0.0,Comunitat Valenciana
T2024-00437,2024-02-24,C0056,Auriculares inalambricos,Audio,140.93,1.0,10.0,0.0,Andalucia
T2024-00368,2024-08-10,C0264,Barra de sonido,Audio,181.2,2.0,5.0,0.0,Galicia
T2024-04253,2024-03-06,C0960,Disco SSD 1 TB,Almacenamiento,97.22,1.0,30.0,6.33,Galicia
T2024-04499,2024-08-26,C0001,Tarjeta microSD 256 GB,Almacenamiento,34.58,3.0,0.0,0.0,Madrid
T2024-01086,2024-09-17,C0151,Camara web 1080p,Perifericos,65.66,5.0,0.0,0.0,Madrid
T2024-03056,2024-11-23,C0521,Raton ergonomico,Perifericos,48.54,2.0,15.0,2.97,Comunitat Valenciana
T2024-04418,2024-04-11,C0037,Tablet 10 pulgadas,Telefonia,274.58,1.0,0.0,0.0,Comunitat Valenciana
T2024-03814,2024-11-19,C0054,Tablet 10 pulgadas,Telefonia,280.7,3.0,15.0,0.0,Galicia
T2024-00079,2024-10-23,C0003,Raton ergonomico,Perifericos,43.57,5.0,0.0,0.0,Galicia
T2024-00137,2024-06-21,C0040,Pulsera de actividad,Vestible,62.32,2.0,15.0,13.72,Canarias
T2024-01918,2024-03-12,C0002,Movil gama media,Telefonia,329.82,1.0,15.0,0.0,Andalucia
T2024-02438,2024-02-19,C0058,Auriculares con cable,Perifericos,30.17,1.0,0.0,5.02,Madrid
T2024-00993,2024-11-12,C0082,Movil gama alta,Telefonia,871.73,3.0,0.0,0.0,Comunitat Valenciana
T2024-03180,2024-08-21,C0107,Altavoz bluetooth,Audio,76.62,2.0,10.0,0.0,Comunitat Valenciana
T2024-01329,2024-01-09,C0732,Camara web 1080p,Perifericos,72.56,4.0,0.0,0.0,Comunitat Valenciana
T2024-00008,2024-12-08,C0318,Pulsera de actividad,Vestible,61.39,1.0,,5.25,Madrid
T2024-00724,2024-09-28,C0024,Camara web 1080p,Perifericos,67.53,5.0,0.0,0.0,Cataluna
T2024-01106,2024-12-07,C0095,Auriculares inalambricos,Audio,120.12,4.0,25.0,0.0,Pais Vasco
T2024-02927,2024-04-20,C0009,Raton ergonomico,Perifericos,44.23,1.0,0.0,4.6,Andalucia
T2024-04283,2024-03-10,C0002,Barra de sonido,Audio,203.65,1.0,0.0,0.0,Cataluna
T2024-03402,2024-01-12,C0014,Barra de sonido,Audio,231.36,2.0,0.0,0.0,Pais Vasco
T2024-01038,2024-12-29,C0823,Auriculares con cable,Perifericos,27.74,4.0,20.0,0.0,Pais Vasco
T2024-00765,2024-10-10,C0243,Auriculares con cable,Perifericos,30.04,1.0,5.0,4.34,Andalucia
T2024-03185,2024-08-23,C0005,Tablet 10 pulgadas,Telefonia,257.2,1.0,20.0,0.0,Madrid
T2024-02816,2024-12-11,C0150,Pulsera de actividad,Vestible,60.63,4.0,0.0,0.0,
T2024-04774,2024-06-29,C0002,Camara web 1080p,Perifericos,67.93,1.0,0.0,6.5,Andalucia
T2024-00994,2024-06-29,C0080,Teclado mecanico,Perifericos,89.09,4.0,,0.0,Pais Vasco
T2024-04287,2024-11-12,C0309,Disco SSD 1 TB,Almacenamiento,98.38,5.0,0.0,0.0,Andalucia
T2024-04335,2024-01-30,C0079,Disco SSD 1 TB,Almacenamiento,109.94,3.0,0.0,0.0,Madrid
T2024-02118,2024-01-13,C0019,Monitor 27 pulgadas,Informatica,258.23,1.0,,0.0,Madrid
T2024-01004,2024-12-04,C0109,Teclado mecanico,Perifericos,82.17,1.0,0.0,6.77,Madrid
T2024-03770,2024-04-13,C0008,Camara web 1080p,Perifericos,64.09,3.0,20.0,0.0,Comunitat Valenciana
T2024-02392,2024-06-02,C0001,Auriculares inalambricos,Audio,142.18,3.0,,0.0,Madrid
T2024-01235,2024-05-20,C0989,Portatil 16 pulgadas,Informatica,1480.02,2.0,0.0,0.0,Andalucia
T2024-03635,2024-01-11,C0257,Pulsera de actividad,Vestible,57.34,1.0,0.0,5.26,Pais Vasco
T2024-03784,2024-04-14,C0009,Reloj inteligente,Vestible,200.27,4.0,110.0,0.0,Cataluna
T2024-04436,2024-06-20,C0017,Tablet 10 pulgadas,Telefonia,270.54,2.0,30.0,0.0,Comunitat Valenciana
T2024-03325,2024-09-03,C0047,Disco SSD 1 TB,Almacenamiento,96.56,3.0,0.0,0.0,Cataluna
T2024-02448,2024-07-11,C0907,Auriculares con cable,Perifericos,29.62,3.0,0.0,3.72,Galicia
T2024-01035,2024-01-19,C0053,Disco SSD 1 TB,Almacenamiento,102.36,1.0,30.0,0.0,Comunitat Valenciana
T2024-04864,2024-03-26,C0177,Teclado mecanico,Perifericos,91.71,1.0,20.0,14.89,Canarias
T2024-01462,2024-12-05,C0219,Tarjeta microSD 256 GB,Almacenamiento,34.42,2.0,0.0,6.13,Cataluna
T2024-02000,2024-05-30,C0022,Disco SSD 1 TB,Almacenamiento,104.54,4.0,0.0,0.0,Madrid
T2024-04873,2024-03-29,C0045,Tarjeta microSD 256 GB,Almacenamiento,36.35,1.0,30.0,6.57,Comunitat Valenciana
T2024-02302,2024-12-02,C0064,Altavoz bluetooth,Audio,72.7,2.0,10.0,0.0,Madrid
T2024-01648,2024-03-14,C0945,Reloj inteligente,Vestible,182.22,2.0,0.0,0.0,Cataluna
T2024-00121,2024-12-15,C0336,Camara web 1080p,Perifericos,64.2,1.0,5.0,3.65,Cataluna
T2024-03888,2024-07-23,C0630,Camara web 1080p,Perifericos,65.37,1.0,30.0,4.62,Madrid
T2024-03702,2024-12-12,C0002,Pulsera de actividad,Vestible,61.16,2.0,0.0,0.0,Comunitat Valenciana
T2024-02494,2024-12-20,C0506,Disco SSD 1 TB,Almacenamiento,114.73,3.0,15.0,0.0,Andalucia
T2024-01553,2024-05-25,C0003,Altavoz bluetooth,Audio,80.3,4.0,0.0,0.0,Andalucia
T2024-01945,2024-07-31,C0003,Auriculares inalambricos,Audio,139.5,1.0,5.0,0.0,Madrid
T2024-03403,2024-07-10,C0006,Movil gama media,Telefonia,323.18,4.0,25.0,0.0,Comunitat Valenciana
T2024-02388,2024-10-06,C0118,Disco SSD 1 TB,Almacenamiento,99.48,2.0,0.0,0.0,Galicia
T2024-01019,2024-10-20,C0395,Barra de sonido,Audio,204.11,1.0,0.0,0.0,Andalucia
T2024-00014,2024-12-05,C0740,Reloj inteligente,Vestible,170.97,1.0,5.0,0.0,Galicia
T2024-01782,2024-05-15,C0536,Disco SSD 2 TB,Almacenamiento,168.64,5.0,30.0,0.0,Cataluna
T2024-00047,2024-03-09,C0083,Movil gama alta,Telefonia,974.16,2.0,0.0,0.0,Galicia
T2024-03861,2024-04-13,C0242,Raton ergonomico,Perifericos,41.3,1.0,0.0,6.45,Galicia
T2024-01240,2024-04-12,C0628,Reloj inteligente,Vestible,172.12,1.0,0.0,0.0,Comunitat Valenciana
T2024-04408,2024-10-17,C0021,Raton ergonomico,Perifericos,41.07,3.0,0.0,0.0,Andalucia
T2024-04216,2024-10-17,C0027,Raton ergonomico,Perifericos,44.86,1.0,30.0,3.28,Andalucia
T2024-02193,2024-09-05,C0594,Auriculares con cable,Perifericos,27.09,1.0,5.0,5.55,Madrid
T2024-00871,2024-12-01,C0448,Raton ergonomico,Perifericos,44.79,2.0,0.0,5.24,Comunitat Valenciana
T2024-02232,2024-12-23,C0011,Auriculares inalambricos,Audio,133.12,1.0,10.0,0.0,Cataluna
T2024-00833,2024-01-31,C0020,Reloj inteligente,Vestible,195.92,1.0,0.0,0.0,Madrid
T2024-02008,2024-12-13,C0042,Barra de sonido,Audio,202.15,5.0,30.0,0.0,Cataluna
T2024-D0016,2024-11-23,C0473,Camara web 1080p,Perifericos,68.87,3.0,0.0,0.0,Comunitat Valenciana
T2024-03812,2024-04-17,C0716,Auriculares con cable,Perifericos,27.1,2.0,20.0,3.92,Cataluna
T2024-01324,2024-03-09,C0070,Raton ergonomico,Perifericos,44.2,1.0,0.0,6.21,Comunitat Valenciana
T2024-01374,2024-05-02,C0082,Reloj inteligente,Vestible,185.69,1.0,25.0,0.0,Andalucia
T2024-03957,2024-03-23,C0001,Barra de sonido,Audio,198.53,2.0,0.0,0.0,
T2024-04595,2024-12-09,C1104,Pulsera de actividad,Vestible,63.65,1.0,0.0,8.38,Canarias
T2024-00572,2024-01-15,C0796,Auriculares inalambricos,Audio,-118.86,3.0,0.0,0.0,Comunitat Valenciana
T2024-03129,2024-11-17,C0423,Movil gama alta,Telefonia,1021.0,5.0,0.0,0.0,Comunitat Valenciana
T2024-00372,2024-06-30,C0764,Raton ergonomico,Perifericos,41.29,1.0,0.0,3.34,Madrid
T2024-00798,2024-01-08,C0190,Raton ergonomico,Perifericos,46.38,3.0,0.0,0.0,Madrid
T2024-03003,2024-09-09,C1005,Disco SSD 2 TB,Almacenamiento,164.74,2.0,20.0,0.0,Pais Vasco
T2024-03653,2024-12-24,C0009,Camara web 1080p,Perifericos,74.72,3.0,0.0,0.0,Andalucia
T2024-01761,2024-07-02,C0455,Auriculares con cable,Perifericos,28.99,3.0,110.0,5.87,Galicia
T2024-04647,2024-11-15,C0002,Auriculares con cable,Perifericos,28.3,1.0,25.0,6.28,Cataluna
T2024-01957,2024-09-08,C1178,Reloj inteligente,Vestible,179.67,1.0,10.0,0.0,Comunitat Valenciana
T2024-04675,2024-02-24,C0345,Auriculares con cable,Perifericos,29.86,2.0,0.0,12.86,Canarias
T2024-04326,2024-05-29,C0189,Tarjeta microSD 256 GB,Almacenamiento,34.17,5.0,0.0,0.0,Comunitat Valenciana
T2024-04312,2024-09-26,C0115,Auriculares inalambricos,Audio,118.84,3.0,20.0,0.0,Comunitat Valenciana
T2024-04707,2024-08-12,C0398,Tablet 10 pulgadas,Telefonia,261.11,1.0,0.0,0.0,Galicia
T2024-00670,2024-11-02,C0383,Teclado mecanico,Perifericos,94.13,5.0,0.0,0.0,Madrid
T2024-02986,2024-05-21,C0094,Disco SSD 1 TB,Almacenamiento,96.49,5.0,20.0,0.0,Comunitat Valenciana
T2024-01055,2024-11-03,C0127,Portatil 14 pulgadas,Informatica,908.78,4.0,30.0,0.0,Comunitat Valenciana
T2024-01342,2024-11-30,C0007,Auriculares inalambricos,Audio,136.41,1.0,20.0,0.0,Comunitat Valenciana
T2024-02481,2024-08-31,C0002,Movil gama media,Telefonia,301.91,1.0,0.0,0.0,Andalucia
T2024-02564,2024-10-26,C0193,Teclado mecanico,Perifericos,84.36,5.0,0.0,0.0,Comunitat Valenciana
T2024-02865,2024-04-27,C0772,Disco SSD 2 TB,Almacenamiento,177.01,2.0,30.0,0.0,Madrid
T2024-04550,2024-10-08,C0517,Disco SSD 2 TB,Almacenamiento,151.22,4.0,5.0,0.0,Comunitat Valenciana
T2024-01130,2024-09-10,C0046,Teclado mecanico,Perifericos,82.48,4.0,0.0,0.0,Madrid
T2024-03570,2024-10-23,C0049,Barra de sonido,Audio,185.13,1.0,,0.0,Madrid
T2024-02134,2024-08-23,C1027,Camara web 1080p,Perifericos,73.12,3.0,0.0,0.0,Pais Vasco
T2024-00276,2024-11-09,C0001,Auriculares inalambricos,Audio,130.65,3.0,20.0,0.0,Pais Vasco
T2024-00530,2024-12-20,C0006,Monitor 27 pulgadas,Informatica,261.51,1.0,15.0,0.0,Andalucia
T2024-D0057,2024-02-25,C0156,Pulsera de actividad,Vestible,55.66,1.0,15.0,5.25,Galicia
T2024-04264,2024-09-04,C0911,Camara web 1080p,Perifericos,68.37,3.0,0.0,0.0,Comunitat Valenciana
T2024-01791,2024-12-21,C0878,Disco SSD 2 TB,Almacenamiento,154.49,2.0,5.0,0.0,Comunitat Valenciana
T2024-01368,2024-03-22,C0027,Altavoz bluetooth,Audio,82.03,1.0,0.0,4.8,Madrid
T2024-04238,2024-11-27,C0117,Monitor 27 pulgadas,Informatica,220.31,2.0,30.0,0.0,Andalucia
T2024-04343,2024-12-02,C0029,Auriculares con cable,Perifericos,30.96,1.0,0.0,5.76,Comunitat Valenciana
T2024-02577,2024-01-19,C0001,Camara web 1080p,Perifericos,72.8,5.0,25.0,0.0,Andalucia
T2024-00285,2024-06-02,C0001,Raton ergonomico,Perifericos,46.95,1.0,30.0,5.72,Madrid
T2024-02709,2024-06-15,C0202,Monitor 27 pulgadas,Informatica,256.11,1.0,5.0,0.0,Madrid
T2024-01451,2024-02-11,C0026,Pulsera de actividad,Vestible,54.59,2.0,0.0,0.0,Madrid
T2024-02437,2024-12-29,C0010,Monitor 27 pulgadas,Informatica,-257.94,2.0,5.0,0.0,Andalucia
T2024-03017,2024-08-15,C0749,Movil gama media,Telefonia,355.63,5.0,0.0,0.0,Pais Vasco
T2024-01532,2024-11-02,C0002,Disco SSD 2 TB,Almacenamiento,176.99,5.0,0.0,0.0,Madrid
T2024-00478,2024-07-14,C0907,Pulsera de actividad,Vestible,56.33,1.0,30.0,6.3,Comunitat Valenciana
T2024-00856,2024-12-01,C0039,Portatil 16 pulgadas,Informatica,1404.04,5.0,0.0,0.0,Madrid
T2024-04395,2024-07-03,C0174,Portatil 14 pulgadas,Informatica,925.65,2.0,5.0,0.0,Pais Vasco
T2024-00024,2024-10-28,C1135,Auriculares con cable,Perifericos,30.35,5.0,0.0,0.0,Cataluna
T2024-02472,2024-02-02,C0085,Barra de sonido,Audio,228.29,4.0,10.0,0.0,Comunitat Valenciana
T2024-02730,2024-12-30,C0164,Tarjeta microSD 256 GB,Almacenamiento,35.68,2.0,20.0,5.52,Pais Vasco
T2024-02428,2024-06-28,C0817,Pulsera de actividad,Vestible,59.3,4.0,0.0,0.0,Andalucia
T2024-02510,2024-07-20,C0005,Tarjeta microSD 256 GB,Almacenamiento,32.71,1.0,25.0,3.72,Madrid
T2024-04288,2024-11-19,C0035,Raton ergonomico,Perifericos,48.06,2.0,30.0,6.44,
T2024-02371,2024-12-03,C0257,Disco SSD 1 TB,Almacenamiento,106.66,4.0,0.0,0.0,Andalucia
T2024-03928,2024-05-05,C0019,Auriculares inalambricos,Audio,139.27,3.0,,0.0,Andalucia
